0.00,-70.51
0.00,-70.27
0.00,-70.06
0.00,-69.86
0.00,-69.67
0.01,-69.49
0.01,-69.31
0.01,-69.12
0.01,-68.94
0.01,-68.76
0.01,-68.58
0.01,-68.40
0.01,-68.22
0.01,-68.04
0.01,-67.86
0.02,-67.68
0.02,-67.49
0.02,-67.31
0.02,-67.13
0.02,-66.95
0.02,-66.76
0.02,-66.58
0.02,-66.40
0.02,-66.21
0.02,-66.03
0.03,-65.85
0.03,-65.66
0.03,-65.48
0.03,-65.30
0.03,-65.12
0.03,-64.94
0.03,-64.75
0.03,-64.57
0.03,-64.39
0.03,-64.21
0.04,-64.04
0.04,-63.86
0.04,-63.68
0.04,-63.50
0.04,-63.32
0.04,-63.15
0.04,-62.97
0.04,-62.80
0.04,-62.63
0.04,-62.45
0.05,-62.28
0.05,-62.11
0.05,-61.94
0.05,-61.77
0.05,-61.60
0.05,-61.43
0.05,-61.27
0.05,-61.10
0.05,-60.94
0.05,-60.77
0.06,-60.61
0.06,-60.45
0.06,-60.28
0.06,-60.12
0.06,-59.96
0.06,-59.80
0.06,-59.65
0.06,-59.49
0.06,-59.33
0.06,-59.18
0.07,-59.02
0.07,-58.87
0.07,-58.71
0.07,-58.56
0.07,-58.41
0.07,-58.26
0.07,-58.11
0.07,-57.96
0.07,-57.81
0.07,-57.66
0.08,-57.51
0.08,-57.36
0.08,-57.22
0.08,-57.07
0.08,-56.92
0.08,-56.78
0.08,-56.63
0.08,-56.49
0.08,-56.35
0.08,-56.20
0.08,-56.06
0.09,-55.92
0.09,-55.78
0.09,-55.64
0.09,-55.49
0.09,-55.35
0.09,-55.21
0.09,-55.07
0.09,-54.93
0.09,-54.79
0.10,-54.66
0.10,-54.52
0.10,-54.38
0.10,-54.24
0.10,-54.10
0.10,-53.96
0.10,-53.82
0.10,-53.69
0.10,-53.55
0.10,-53.41
0.11,-53.27
0.11,-53.13
0.11,-53.00
0.11,-52.86
0.11,-52.72
0.11,-52.58
0.11,-52.44
0.11,-52.30
0.11,-52.16
0.11,-52.02
0.12,-51.88
0.12,-51.74
0.12,-51.60
0.12,-51.46
0.12,-51.32
0.12,-51.18
0.12,-51.04
0.12,-50.89
0.12,-50.75
0.12,-50.61
0.13,-50.46
0.13,-50.32
0.13,-50.17
0.13,-50.02
0.13,-49.87
0.13,-49.72
0.13,-49.57
0.13,-49.42
0.13,-49.27
0.13,-49.12
0.14,-48.96
0.14,-48.81
0.14,-48.65
0.14,-48.49
0.14,-48.33
0.14,-48.17
0.14,-48.00
0.14,-47.84
0.14,-47.67
0.14,-47.50
0.15,-47.33
0.15,-47.16
0.15,-46.99
0.15,-46.81
0.15,-46.63
0.15,-46.45
0.15,-46.27
0.15,-46.08
0.15,-45.89
0.15,-45.70
0.16,-45.51
0.16,-45.31
0.16,-45.11
0.16,-44.90
0.16,-44.70
0.16,-44.48
0.16,-44.27
0.16,-44.05
0.16,-43.83
0.16,-43.60
0.17,-43.37
0.17,-43.13
0.17,-42.89
0.17,-42.64
0.17,-42.39
0.17,-42.13
0.17,-41.87
0.17,-41.60
0.17,-41.32
0.17,-41.03
0.18,-40.74
0.18,-40.44
0.18,-40.13
0.18,-39.81
0.18,-39.49
0.18,-39.15
0.18,-38.80
0.18,-38.43
0.18,-38.06
0.18,-37.67
0.19,-37.26
0.19,-36.83
0.19,-36.39
0.19,-35.92
0.19,-35.43
0.19,-34.91
0.19,-34.36
0.19,-33.77
0.19,-33.14
0.19,-32.47
0.20,-31.74
0.20,-30.95
0.20,-30.09
0.20,-29.14
0.20,-28.09
0.20,-26.93
0.20,-25.62
0.20,-24.15
0.20,-22.49
0.20,-20.62
0.21,-18.53
0.21,-16.21
0.21,-13.71
0.21,-11.06
0.21,-8.36
0.21,-5.70
0.21,-3.16
0.21,-0.81
0.21,1.33
0.21,3.22
0.22,4.89
0.22,6.34
0.22,7.59
0.22,8.68
0.22,9.61
0.22,10.41
0.22,11.10
0.22,11.68
0.22,12.18
0.22,12.60
0.23,12.96
0.23,13.25
0.23,13.49
0.23,13.68
0.23,13.82
0.23,13.93
0.23,13.99
0.23,14.03
0.23,14.03
0.23,14.00
0.24,13.95
0.24,13.87
0.24,13.76
0.24,13.64
0.24,13.49
0.24,13.32
0.24,13.13
0.24,12.93
0.24,12.71
0.24,12.47
0.25,12.21
0.25,11.94
0.25,11.65
0.25,11.36
0.25,11.04
0.25,10.72
0.25,10.38
0.25,10.02
0.25,9.66
0.25,9.28
0.26,8.90
0.26,8.50
0.26,8.09
0.26,7.66
0.26,7.23
0.26,6.79
0.26,6.33
0.26,5.87
0.26,5.39
0.26,4.90
0.27,4.41
0.27,3.90
0.27,3.38
0.27,2.85
0.27,2.30
0.27,1.75
0.27,1.18
0.27,0.61
0.27,0.01
0.27,-0.59
0.28,-1.21
0.28,-1.83
0.28,-2.48
0.28,-3.14
0.28,-3.82
0.28,-4.51
0.28,-5.22
0.28,-5.95
0.28,-6.70
0.28,-7.47
0.29,-8.26
0.29,-9.07
0.29,-9.91
0.29,-10.77
0.29,-11.67
0.29,-12.59
0.29,-13.54
0.29,-14.52
0.29,-15.54
0.29,-16.59
0.30,-17.68
0.30,-18.80
0.30,-19.96
0.30,-21.16
0.30,-22.40
0.30,-23.67
0.30,-24.98
0.30,-26.31
0.30,-27.67
0.30,-29.05
0.31,-30.45
0.31,-31.85
0.31,-33.25
0.31,-34.64
0.31,-36.02
0.31,-37.37
0.31,-38.69
0.31,-39.97
0.31,-41.20
0.31,-42.39
0.32,-43.53
0.32,-44.61
0.32,-45.65
0.32,-46.64
0.32,-47.59
0.32,-48.50
0.32,-49.37
0.32,-50.22
0.32,-51.03
0.32,-51.81
0.33,-52.57
0.33,-53.31
0.33,-54.02
0.33,-54.71
0.33,-55.38
0.33,-56.02
0.33,-56.64
0.33,-57.25
0.33,-57.83
0.33,-58.39
0.34,-58.92
0.34,-59.44
0.34,-59.94
0.34,-60.42
0.34,-60.87
0.34,-61.31
0.34,-61.73
0.34,-62.13
0.34,-62.51
0.34,-62.88
0.35,-63.23
0.35,-63.56
0.35,-63.88
0.35,-64.17
0.35,-64.46
0.35,-64.73
0.35,-64.98
0.35,-65.23
0.35,-65.45
0.35,-65.67
0.36,-65.87
0.36,-66.06
0.36,-66.24
0.36,-66.41
0.36,-66.56
0.36,-66.71
0.36,-66.84
0.36,-66.97
0.36,-67.08
0.36,-67.19
0.37,-67.29
0.37,-67.38
0.37,-67.46
0.37,-67.53
0.37,-67.59
0.37,-67.65
0.37,-67.70
0.37,-67.74
0.37,-67.78
0.37,-67.81
0.38,-67.83
0.38,-67.85
0.38,-67.86
0.38,-67.87
0.38,-67.87
0.38,-67.86
0.38,-67.86
0.38,-67.84
0.38,-67.82
0.38,-67.80
0.39,-67.77
0.39,-67.74
0.39,-67.70
0.39,-67.66
0.39,-67.62
0.39,-67.57
0.39,-67.52
0.39,-67.47
0.39,-67.41
0.39,-67.35
0.40,-67.29
0.40,-67.22
0.40,-67.15
0.40,-67.08
0.40,-67.01
0.40,-66.93
0.40,-66.85
0.40,-66.77
0.40,-66.69
0.40,-66.60
0.41,-66.52
0.41,-66.43
0.41,-66.34
0.41,-66.24
0.41,-66.15
0.41,-66.05
0.41,-65.96
0.41,-65.86
0.41,-65.76
0.41,-65.66
0.42,-65.56
0.42,-65.45
0.42,-65.35
0.42,-65.24
0.42,-65.14
0.42,-65.03
0.42,-64.92
0.42,-64.81
0.42,-64.70
0.42,-64.59
0.43,-64.48
0.43,-64.37
0.43,-64.25
0.43,-64.14
0.43,-64.03
0.43,-63.91
0.43,-63.79
0.43,-63.68
0.43,-63.56
0.43,-63.44
0.44,-63.33
0.44,-63.21
0.44,-63.09
0.44,-62.97
0.44,-62.85
0.44,-62.73
0.44,-62.61
0.44,-62.49
0.44,-62.37
0.44,-62.25
0.45,-62.12
0.45,-62.00
0.45,-61.88
0.45,-61.75
0.45,-61.63
0.45,-61.51
0.45,-61.38
0.45,-61.26
0.45,-61.13
0.45,-61.01
0.46,-60.88
0.46,-60.76
0.46,-60.63
0.46,-60.50
0.46,-60.38
0.46,-60.25
0.46,-60.12
0.46,-60.00
0.46,-59.87
0.46,-59.74
0.47,-59.61
0.47,-59.49
0.47,-59.36
0.47,-59.23
0.47,-59.10
0.47,-58.97
0.47,-58.84
0.47,-58.71
0.47,-58.58
0.47,-58.45
0.48,-58.32
0.48,-58.19
0.48,-58.06
0.48,-57.93
0.48,-57.80
0.48,-57.67
0.48,-57.54
0.48,-57.41
0.48,-57.28
0.48,-57.15
0.49,-57.02
0.49,-56.88
0.49,-56.75
0.49,-56.62
0.49,-56.49
0.49,-56.35
0.49,-56.22
0.49,-56.09
0.49,-55.96
0.49,-55.82
0.50,-55.69
0.50,-55.55
0.50,-55.42
0.50,-55.29
0.50,-55.15
0.50,-55.02
0.50,-54.88
0.50,-54.74
0.50,-54.61
0.50,-54.47
0.51,-54.33
0.51,-54.20
0.51,-54.06
0.51,-53.92
0.51,-53.78
0.51,-53.64
0.51,-53.50
0.51,-53.36
0.51,-53.22
0.51,-53.08
0.52,-52.94
0.52,-52.80
0.52,-52.65
0.52,-52.51
0.52,-52.37
0.52,-52.22
0.52,-52.08
0.52,-51.93
0.52,-51.78
0.52,-51.63
0.53,-51.48
0.53,-51.33
0.53,-51.18
0.53,-51.03
0.53,-50.88
0.53,-50.72
0.53,-50.57
0.53,-50.41
0.53,-50.25
0.53,-50.09
0.54,-49.93
0.54,-49.77
0.54,-49.61
0.54,-49.44
0.54,-49.27
0.54,-49.11
0.54,-48.94
0.54,-48.76
0.54,-48.59
0.54,-48.41
0.55,-48.24
0.55,-48.06
0.55,-47.87
0.55,-47.69
0.55,-47.50
0.55,-47.31
0.55,-47.12
0.55,-46.93
0.55,-46.73
0.55,-46.53
0.56,-46.32
0.56,-46.12
0.56,-45.90
0.56,-45.69
0.56,-45.47
0.56,-45.25
0.56,-45.02
0.56,-44.79
0.56,-44.56
0.56,-44.32
0.57,-44.07
0.57,-43.82
0.57,-43.57
0.57,-43.31
0.57,-43.04
0.57,-42.76
0.57,-42.48
0.57,-42.20
0.57,-41.90
0.57,-41.59
0.58,-41.28
0.58,-40.96
0.58,-40.63
0.58,-40.28
0.58,-39.93
0.58,-39.56
0.58,-39.18
0.58,-38.78
0.58,-38.37
0.58,-37.94
0.58,-37.49
0.59,-37.01
0.59,-36.52
0.59,-35.99
0.59,-35.44
0.59,-34.85
0.59,-34.22
0.59,-33.54
0.59,-32.81
0.59,-32.02
0.59,-31.15
0.60,-30.20
0.60,-29.15
0.60,-27.97
0.60,-26.65
0.60,-25.15
0.60,-23.44
0.60,-21.49
0.60,-19.28
0.60,-16.78
0.60,-14.03
0.61,-11.09
0.61,-8.04
0.61,-5.03
0.61,-2.15
0.61,0.51
0.61,2.90
0.61,5.01
0.61,6.84
0.61,8.41
0.61,9.77
0.62,10.93
0.62,11.92
0.62,12.77
0.62,13.50
0.62,14.12
0.62,14.65
0.62,15.10
0.62,15.48
0.62,15.80
0.62,16.06
0.63,16.27
0.63,16.44
0.63,16.56
0.63,16.65
0.63,16.71
0.63,16.73
0.63,16.73
0.63,16.70
0.63,16.64
0.63,16.57
0.64,16.46
0.64,16.34
0.64,16.20
0.64,16.04
0.64,15.86
